SensorName,Value
Sensor_57759,39.28
Sensor_65195,29.48
Sensor_35338,43.5
Sensor_86549,62.88
Sensor_02250,49.16
Sensor_17054,42.41
Sensor_07081,73.23
Sensor_12742,73.07
Sensor_77320,62.57
Sensor_29773,69.7
Sensor_79970,59.59
Sensor_67894,47.38
Sensor_82787,13.97
Sensor_76911,54.33
Sensor_08690,82.61
Sensor_56536,37.64
Sensor_51044,79.43
Sensor_10590,18.94
Sensor_41560,74.49
Sensor_00460,34.68
Sensor_04880,35.57
Sensor_80396,66.51
Sensor_13718,32.55
Sensor_33671,21.14
Sensor_26773,15.7
Sensor_71475,57.07
Sensor_20916,51.16
Sensor_87298,34.14
Sensor_07014,50.08
Sensor_09579,11.18
Sensor_49969,61.01
Sensor_73463,78.85
Sensor_84461,43.48
Sensor_86374,25.26
Sensor_05086,18.95
Sensor_62623,86.79
Sensor_76573,32.48
Sensor_10547,85.72
Sensor_77440,60.91
Sensor_21886,49.3
Sensor_37122,83.23
Sensor_83307,16.84
Sensor_48259,66.03
Sensor_43822,81.6
Sensor_34780,12.26
Sensor_33450,60.39
Sensor_53543,34.96
Sensor_13848,12.42
Sensor_53939,29.11
Sensor_73898,77.75
Sensor_10999,17.41
Sensor_47359,30.45
Sensor_17365,58.95
Sensor_15724,79.09
Sensor_51318,50.05
Sensor_16742,17.28
Sensor_13882,89.74
Sensor_73770,24.73
Sensor_60361,24.06
Sensor_36583,57.64
Sensor_11289,61.37
Sensor_73546,43.34
Sensor_80829,75.07
Sensor_55742,87.11
Sensor_13736,56.79
Sensor_77046,54.79
Sensor_30405,62.4
Sensor_72948,55.81
Sensor_41836,37.79
Sensor_85280,65.56
Sensor_43749,34.59
Sensor_72590,87.88
Sensor_14134,69.0
Sensor_50538,71.06
Sensor_61170,30.5
Sensor_62448,14.72
Sensor_13915,23.58
Sensor_77325,36.16
Sensor_65510,53.54
Sensor_47124,86.59
Sensor_82310,31.71
Sensor_65529,12.14
Sensor_31721,18.33
Sensor_64503,58.72
Sensor_51357,28.19
Sensor_33625,66.71
Sensor_71620,74.91
Sensor_37300,53.21
Sensor_44417,89.76
Sensor_64537,40.36
Sensor_20257,62.01
Sensor_51041,25.86
Sensor_77225,33.15
Sensor_78958,89.37
Sensor_69284,29.58
Sensor_87452,11.92
Sensor_73469,56.36
Sensor_36915,46.35
Sensor_83201,70.65
Sensor_03371,11.06
Sensor_71070,48.53
Sensor_33085,73.79
Sensor_04940,30.17
Sensor_66320,42.05
Sensor_06763,44.07
Sensor_05887,80.07
Sensor_51662,11.5
Sensor_20257,42.49
Sensor_59461,31.04
Sensor_18306,44.08
Sensor_37527,25.1
Sensor_09786,28.27
Sensor_89285,47.55
Sensor_15419,47.5
Sensor_22087,46.34
Sensor_78200,79.95
Sensor_23670,17.21
Sensor_76421,25.41
Sensor_22317,60.81
Sensor_38372,13.19
Sensor_33736,36.25
Sensor_41534,38.96
Sensor_29501,14.78
Sensor_06468,65.01
Sensor_31521,78.71
Sensor_18460,37.57
Sensor_07436,13.57
Sensor_19063,62.74
Sensor_44546,68.57
Sensor_64437,78.05
Sensor_64130,44.31
Sensor_82438,46.45
Sensor_80795,81.37
Sensor_16220,60.54
Sensor_31037,15.14
Sensor_31209,14.66
Sensor_08870,57.41
Sensor_42930,60.01
Sensor_60850,29.92
Sensor_08642,51.97
Sensor_57330,59.53
Sensor_00835,73.57
Sensor_26232,15.85
Sensor_48700,20.79
Sensor_34888,41.68
Sensor_46245,64.55
Sensor_88186,33.76
Sensor_00541,63.43
Sensor_35428,60.59
Sensor_27589,50.04
Sensor_32537,70.92
Sensor_03093,36.6
Sensor_52228,85.01
Sensor_30206,23.78
Sensor_16480,10.6
Sensor_67375,57.93
Sensor_27158,31.72
Sensor_21038,53.36
Sensor_80462,58.59
Sensor_32099,88.53
Sensor_10464,44.63
Sensor_56964,24.81
Sensor_43777,43.1
Sensor_86133,58.58
Sensor_05904,19.15
Sensor_43834,74.93
Sensor_65433,62.61
Sensor_16222,12.67
Sensor_41391,15.08
Sensor_54186,57.13
Sensor_66266,16.32
Sensor_86413,42.33
Sensor_05714,73.18
Sensor_39345,54.9
Sensor_84816,34.38
Sensor_06650,36.24
Sensor_05912,70.35
Sensor_39247,51.67
Sensor_29490,79.19
Sensor_16526,57.63
Sensor_53343,13.3
Sensor_70905,37.82
Sensor_04434,22.03
Sensor_46173,29.55
Sensor_29563,68.94
Sensor_49180,29.04
Sensor_31247,27.38
Sensor_31096,28.66
Sensor_01323,15.09
Sensor_53500,56.49
Sensor_50739,60.15
Sensor_45711,61.93
Sensor_42965,79.7
Sensor_05563,75.55
Sensor_00707,51.39
Sensor_28964,82.66
Sensor_85345,73.13
Sensor_25326,19.9
Sensor_62853,23.62
Sensor_10576,71.93
Sensor_21121,77.55
Sensor_50060,61.36
Sensor_45039,63.3
Sensor_26493,40.86
Sensor_64817,24.42
Sensor_02401,75.48
Sensor_56769,66.67
Sensor_33910,80.7
Sensor_52669,76.99
Sensor_79280,87.95
Sensor_18794,17.88
Sensor_26848,78.09
Sensor_34507,62.27
Sensor_87509,67.09
Sensor_17095,60.64
Sensor_77591,49.74
Sensor_14295,21.18
Sensor_28122,19.22
Sensor_14465,44.39
Sensor_60656,45.7
Sensor_71111,73.52
Sensor_21650,84.26
Sensor_03875,70.33
Sensor_13746,85.27
Sensor_41498,80.6
Sensor_88936,39.68
Sensor_06259,59.86
Sensor_31029,14.49
Sensor_41524,19.11
Sensor_52159,79.15
Sensor_84183,84.39
Sensor_89128,49.65
Sensor_69774,16.75
Sensor_12770,15.73
Sensor_06073,21.66
Sensor_02303,71.08
Sensor_04402,69.63
Sensor_81349,32.13
Sensor_37951,30.99
Sensor_43148,46.37
Sensor_26261,86.96
Sensor_72994,27.84
Sensor_40783,25.68
Sensor_62888,75.05
Sensor_12240,23.07
Sensor_84498,30.18
Sensor_44741,60.01
Sensor_10811,43.95
Sensor_64535,36.43
Sensor_50081,12.81
Sensor_21002,43.76
Sensor_84458,25.51
Sensor_34521,62.93
Sensor_04481,46.1
Sensor_24107,13.78
Sensor_41415,26.68
Sensor_28885,24.5
Sensor_69696,79.18
Sensor_71971,64.79
Sensor_55854,35.92
Sensor_29357,43.28
Sensor_06930,82.46
Sensor_29882,23.68
Sensor_82272,52.86
Sensor_22443,35.87
Sensor_33254,50.3
Sensor_00012,72.77
Sensor_29286,70.84
Sensor_80550,35.91
Sensor_54218,14.54
Sensor_38266,48.12
Sensor_17413,55.49
Sensor_14630,41.62
Sensor_28131,83.13
Sensor_12101,79.19
Sensor_00255,12.04
Sensor_05984,31.0
Sensor_15823,61.01
Sensor_56430,50.73
Sensor_01601,12.54
Sensor_47901,32.02
Sensor_81482,38.48
Sensor_41694,62.1
Sensor_21560,16.27
Sensor_67047,39.25
Sensor_68223,79.09
Sensor_70323,85.82
Sensor_08980,39.61
Sensor_51114,85.08
Sensor_25588,23.88
Sensor_46163,50.57
Sensor_86681,46.34
Sensor_64531,43.41
Sensor_08174,45.53
Sensor_85051,49.0
Sensor_17078,43.71
Sensor_20336,67.05
Sensor_12341,27.64
Sensor_05682,15.18
Sensor_74457,12.37
Sensor_05583,74.26
Sensor_53267,55.45
Sensor_33479,25.57
Sensor_79169,71.77
Sensor_77182,58.63
Sensor_33473,44.68
Sensor_17316,51.76
Sensor_87968,25.0
Sensor_88279,41.53
Sensor_25172,26.74
Sensor_64158,58.11
Sensor_21034,13.47
Sensor_74972,21.91
Sensor_88861,41.96
Sensor_15064,23.78
Sensor_34305,24.63
Sensor_14233,14.89
Sensor_15197,41.82
Sensor_64236,54.29
Sensor_83331,78.98
Sensor_57478,35.86
Sensor_04846,41.62
Sensor_49398,60.98
Sensor_07042,63.73
Sensor_67276,87.08
Sensor_36837,17.06
Sensor_27225,58.28
Sensor_80153,32.31
Sensor_13590,36.99
Sensor_36577,86.47
Sensor_30787,65.7
Sensor_63034,82.61
Sensor_04177,62.27
Sensor_26825,10.02
Sensor_22875,19.21
Sensor_24391,27.55
Sensor_13509,12.37
Sensor_08945,35.14
Sensor_40820,24.23
Sensor_33231,42.58
Sensor_77686,16.66
Sensor_37659,28.91
Sensor_18748,11.92
Sensor_52052,34.58
Sensor_45246,61.46
Sensor_59089,18.58
Sensor_47176,39.18
Sensor_36520,35.69
Sensor_55748,80.36
Sensor_22628,49.63
Sensor_45011,84.95
Sensor_81728,34.26
Sensor_71432,80.29
Sensor_64822,43.22
Sensor_11184,30.49
Sensor_34952,75.23
Sensor_06498,60.15
Sensor_24480,61.06
Sensor_63456,46.4
Sensor_55002,83.97
Sensor_19710,33.86
Sensor_54117,20.9
Sensor_89784,73.92
Sensor_06212,12.8
Sensor_79502,54.25
Sensor_34176,29.73
Sensor_56364,55.01
Sensor_65169,41.24
Sensor_23716,88.79
Sensor_47834,54.06
Sensor_26284,28.27
Sensor_27806,86.02
Sensor_79980,47.92
Sensor_88897,39.22
Sensor_80697,64.39
Sensor_17246,52.7
Sensor_80830,47.05
Sensor_44970,17.43
Sensor_61344,61.77
Sensor_24370,22.06
Sensor_89305,76.24
Sensor_05331,64.01
Sensor_73476,75.62
Sensor_83840,78.77
Sensor_33706,31.43
Sensor_28974,73.21
Sensor_14357,25.05
Sensor_65888,81.68
Sensor_42868,17.71
Sensor_50075,31.11
Sensor_71225,80.23
Sensor_44885,67.56
Sensor_45288,69.44
Sensor_12572,23.52
Sensor_89921,35.79
Sensor_71118,15.08
Sensor_44552,50.84
Sensor_86861,66.09
Sensor_71765,37.6
Sensor_59720,40.37
Sensor_73540,62.82
Sensor_13390,83.15
Sensor_32964,72.74
Sensor_63223,86.38
Sensor_56728,55.83
Sensor_13773,24.44
Sensor_04350,84.43
Sensor_30318,72.0
Sensor_46122,67.85
Sensor_22852,87.69
Sensor_31406,20.66
Sensor_45703,28.0
Sensor_74611,54.39
Sensor_71455,62.23
Sensor_05100,63.4
Sensor_53530,64.4
Sensor_37245,40.53
Sensor_54483,48.8
Sensor_23946,67.02
Sensor_06735,41.63
Sensor_26167,43.58
Sensor_14249,75.66
Sensor_85577,17.29
Sensor_65579,13.24
Sensor_40744,63.4
Sensor_44129,21.93
Sensor_50606,20.9
Sensor_23803,37.57
Sensor_58572,81.76
Sensor_46467,65.83
Sensor_05899,63.22
Sensor_42457,47.16
Sensor_64952,84.88
Sensor_20352,41.75
Sensor_73600,17.3
Sensor_86058,86.15
Sensor_78651,15.1
Sensor_22352,23.59
Sensor_11842,77.66
Sensor_59394,56.92
Sensor_13186,42.69
Sensor_34002,28.59
Sensor_68941,88.58
Sensor_69302,65.05
Sensor_27194,11.24
Sensor_35308,21.86
Sensor_47828,29.39
Sensor_78505,61.81
Sensor_80039,35.08
Sensor_18484,43.83
Sensor_51578,49.35
Sensor_23152,27.27
Sensor_03588,88.13
Sensor_18684,14.25
Sensor_28682,26.06
Sensor_87469,25.51
Sensor_50837,37.62
Sensor_84090,61.09
Sensor_11839,60.89
Sensor_67743,52.71
Sensor_09402,71.64
Sensor_72484,88.91
Sensor_74192,39.15
Sensor_55755,68.93
Sensor_07977,87.32
Sensor_00068,21.81
Sensor_01899,51.34
Sensor_06351,73.9
Sensor_58650,54.54
Sensor_09958,17.83
Sensor_35607,76.31
Sensor_77129,26.05
Sensor_08444,19.24
Sensor_76027,75.02
Sensor_85360,64.77
Sensor_09649,38.46
Sensor_23515,87.09
Sensor_20908,34.05
Sensor_73457,66.76
Sensor_08267,38.59
Sensor_82077,11.01
Sensor_45621,72.22
Sensor_85312,83.25
Sensor_89565,63.84
Sensor_24172,25.88
Sensor_32721,13.05
Sensor_52663,68.67
Sensor_45549,43.3
Sensor_22428,58.43
Sensor_16216,25.21
Sensor_51407,31.59
Sensor_28941,88.46
Sensor_03610,44.24
Sensor_22317,81.84
Sensor_13647,50.51
Sensor_66870,33.09
Sensor_74646,75.2
Sensor_19136,58.8
Sensor_53535,57.62
Sensor_61700,78.14
Sensor_89071,19.87
Sensor_11419,41.4
Sensor_18137,85.19
Sensor_32307,63.78
Sensor_04851,71.54
Sensor_23187,22.42
Sensor_11342,22.08
Sensor_26667,24.93
Sensor_21910,84.53
Sensor_78604,87.04
Sensor_88176,12.14
Sensor_80810,61.18
Sensor_14613,53.63
Sensor_38351,88.22
Sensor_73559,74.35
Sensor_39168,73.47
Sensor_75595,68.16
Sensor_22207,86.53
Sensor_88349,43.95
Sensor_86807,36.84
Sensor_54979,70.01
Sensor_78008,82.71
Sensor_02182,85.13
Sensor_45554,52.76
Sensor_36941,87.37
Sensor_63951,88.08
Sensor_41481,79.43
Sensor_08935,33.41
Sensor_17048,71.06
Sensor_54652,18.2
Sensor_78570,88.59
Sensor_04262,68.65
Sensor_78201,74.73
Sensor_11332,29.45
Sensor_30846,80.7
Sensor_50586,35.17
Sensor_67726,20.86
Sensor_22599,24.41
Sensor_23650,43.36
Sensor_71672,27.83
Sensor_49153,53.23
Sensor_10254,34.58
Sensor_74077,20.44
Sensor_58436,82.49
Sensor_22898,28.1
Sensor_72639,60.15
Sensor_39123,27.44
Sensor_49556,29.16
Sensor_07739,22.03
Sensor_75235,20.95
Sensor_82619,35.36
Sensor_04530,36.02
Sensor_18649,84.92
Sensor_60207,34.85
Sensor_07408,68.86
Sensor_38183,74.07
Sensor_47015,44.88
Sensor_61493,49.26
Sensor_49243,34.73
Sensor_66861,11.03
Sensor_42642,69.65
Sensor_16970,54.62
Sensor_59233,42.96
Sensor_58215,24.57
Sensor_77085,77.55
Sensor_53331,39.48
Sensor_89671,20.13
Sensor_09648,25.41
Sensor_83074,40.73
Sensor_85903,83.59
Sensor_57959,12.33
Sensor_39234,62.23
Sensor_67437,72.68
Sensor_41464,60.35
Sensor_40789,50.02
Sensor_67600,49.19
Sensor_46714,78.86
Sensor_05377,59.18
Sensor_76337,68.64
Sensor_24751,30.64
Sensor_26291,85.54
Sensor_66515,45.04
Sensor_01394,10.63
Sensor_25684,71.44
Sensor_47188,45.29
Sensor_21551,29.46
Sensor_77674,80.17
Sensor_24628,51.16
Sensor_58386,43.01
Sensor_62339,39.28
Sensor_12799,81.67
Sensor_67195,43.53
Sensor_54177,13.25
Sensor_12996,73.55
Sensor_65312,27.57
Sensor_83190,28.71
Sensor_03712,16.85
Sensor_83089,44.47
Sensor_13333,71.4
Sensor_05259,52.05
Sensor_10315,71.63
Sensor_63619,45.76
Sensor_57380,29.19
Sensor_02968,58.9
Sensor_42842,33.83
Sensor_27254,22.66
Sensor_40710,20.96
Sensor_64207,32.5
Sensor_85192,16.92
Sensor_15491,64.46
Sensor_08867,65.87
Sensor_05616,82.32
Sensor_78907,84.32
Sensor_22854,36.16
Sensor_11774,67.87
Sensor_63836,63.93
Sensor_30190,60.89
Sensor_85979,74.32
Sensor_28419,85.68
Sensor_86394,28.62
Sensor_76589,20.01
Sensor_60873,28.32
Sensor_37778,79.98
Sensor_11242,85.09
Sensor_24666,42.31
Sensor_27985,83.27
Sensor_30519,67.58
Sensor_05647,64.15
Sensor_10328,36.08
Sensor_41036,84.36
Sensor_57298,88.49
Sensor_09827,71.61
Sensor_24854,75.99
Sensor_55056,75.59
Sensor_71769,12.9
Sensor_83391,81.96
Sensor_49548,25.01
Sensor_72672,43.28
Sensor_28913,35.57
Sensor_45140,61.67
Sensor_25987,63.89
Sensor_07785,50.98
Sensor_10290,76.39
Sensor_12371,25.8
Sensor_53510,11.05
Sensor_40123,28.51
Sensor_24310,13.98
Sensor_77872,25.32
Sensor_89143,39.78
Sensor_21789,27.38
Sensor_25801,77.71
Sensor_38252,51.47
Sensor_87334,81.13
Sensor_56781,71.78
Sensor_50657,33.61
Sensor_52298,33.17
Sensor_83842,56.67
Sensor_28293,86.45
Sensor_88707,56.01
Sensor_67465,21.02
Sensor_68950,28.81
Sensor_18807,12.02
Sensor_88273,50.18
Sensor_78762,34.67
Sensor_24221,23.03
Sensor_07510,56.55
Sensor_59977,84.23
Sensor_03419,31.69
Sensor_72591,16.79
Sensor_24626,87.45
Sensor_24129,31.9
Sensor_26094,80.12
Sensor_62340,70.36
Sensor_36230,70.38
Sensor_77335,44.57
Sensor_44090,46.5
Sensor_18246,39.07
Sensor_22837,55.93
Sensor_66483,57.21
Sensor_10789,42.91
Sensor_68568,44.65
Sensor_55571,47.39
Sensor_40705,68.77
Sensor_32762,18.45
Sensor_05658,11.83
Sensor_34848,61.05
Sensor_03704,46.93
Sensor_54325,21.91
Sensor_44732,86.99
Sensor_39873,28.18
Sensor_05205,75.09
Sensor_84335,82.62
Sensor_20502,10.56
Sensor_86732,13.02
Sensor_07064,71.79
Sensor_87605,25.62
Sensor_88813,33.41
Sensor_67499,36.59
Sensor_40488,10.37
Sensor_54688,60.39
Sensor_81686,89.8
Sensor_50878,51.92
Sensor_33549,75.73
Sensor_59434,81.96
Sensor_64466,85.4
Sensor_27904,19.45
Sensor_00058,82.29
Sensor_06387,29.53
Sensor_23334,15.68
Sensor_72386,64.04
Sensor_57975,65.92
Sensor_59137,26.17
Sensor_04844,72.28
Sensor_07762,49.73
Sensor_57404,49.59
Sensor_63378,10.07
Sensor_80433,31.5
Sensor_05324,17.49
Sensor_12072,82.17
Sensor_07397,55.97
Sensor_31708,77.32
Sensor_77417,59.04
Sensor_63641,24.61
Sensor_78191,39.0
Sensor_02551,89.17
Sensor_60695,53.12
Sensor_42581,81.02
Sensor_57185,19.3
Sensor_79035,32.88
Sensor_68239,71.29
Sensor_06457,66.08
Sensor_26755,79.8
Sensor_56578,24.96
Sensor_10193,86.77
Sensor_52821,87.47
Sensor_70832,70.47
Sensor_17332,61.63
Sensor_20088,23.81
Sensor_66235,60.32
Sensor_24251,79.45
Sensor_87115,35.1
Sensor_08904,61.47
Sensor_28261,77.44
Sensor_83433,31.14
Sensor_67730,67.67
Sensor_01850,45.4
Sensor_80179,83.81
Sensor_65370,60.4
Sensor_37191,28.66
Sensor_69769,67.94
Sensor_88123,40.13
Sensor_37638,70.91
Sensor_06393,64.1
Sensor_37438,39.62
Sensor_40071,13.74
Sensor_72514,51.74
Sensor_00682,27.71
Sensor_81291,30.84
Sensor_25521,37.58
Sensor_67591,51.61
Sensor_78114,20.42
Sensor_88044,55.77
Sensor_26890,62.68
Sensor_78350,21.67
Sensor_66971,26.03
Sensor_55984,40.2
Sensor_09154,70.75
Sensor_44461,27.04
Sensor_18684,60.03
Sensor_77273,46.97
Sensor_03438,39.86
Sensor_22028,83.49
Sensor_23669,61.69
Sensor_16565,71.36
Sensor_72970,14.52
Sensor_75129,49.36
Sensor_60719,83.84
Sensor_83883,25.76
Sensor_35554,25.68
Sensor_54331,46.55
Sensor_79233,70.03
Sensor_48562,56.73
Sensor_63671,24.87
Sensor_70763,38.51
Sensor_68248,76.06
Sensor_24124,48.38
Sensor_30309,41.06
Sensor_55481,74.03
Sensor_32735,55.83
Sensor_68901,55.67
Sensor_85848,69.34
Sensor_70689,83.38
Sensor_86477,51.27
Sensor_72605,19.72
Sensor_51543,28.51
Sensor_07956,12.5
Sensor_84540,82.88
Sensor_46493,32.32
Sensor_55029,11.63
Sensor_36396,65.31
Sensor_01643,78.42
Sensor_09328,11.77
Sensor_39948,66.72
Sensor_55048,17.05
Sensor_28746,42.21
Sensor_06383,26.21
Sensor_19551,39.25
Sensor_83177,73.25
Sensor_18624,78.54
Sensor_21053,88.28
Sensor_37590,78.46
Sensor_54213,50.05
Sensor_16119,48.35
Sensor_86689,38.26
Sensor_68229,48.34
Sensor_71726,68.9
Sensor_36510,52.92
Sensor_31841,89.65
Sensor_37858,86.59
Sensor_41338,76.81
Sensor_17751,85.83
Sensor_25935,16.82
Sensor_68588,85.22
Sensor_07045,72.68
Sensor_25293,78.79
Sensor_25012,12.13
Sensor_87869,28.9
Sensor_41559,46.95
Sensor_84482,77.55
Sensor_48405,61.86
Sensor_42293,16.76
Sensor_23171,36.12
Sensor_35654,52.71
Sensor_14869,23.11
Sensor_44744,57.7
Sensor_29877,34.47
Sensor_25621,84.83
Sensor_48560,36.41
Sensor_33893,62.84
Sensor_36928,19.86
Sensor_85630,76.53
Sensor_79487,72.05
Sensor_27528,42.92
Sensor_24993,61.38
Sensor_44187,49.1
Sensor_24421,53.77
Sensor_82257,11.8
Sensor_01530,38.2
Sensor_26048,59.92
Sensor_87604,88.8
Sensor_67755,55.46
Sensor_69697,32.96
Sensor_69288,28.32
Sensor_46156,26.67
Sensor_36176,76.86
Sensor_40687,40.83
Sensor_31472,74.37
Sensor_18381,78.33
Sensor_23031,36.27
Sensor_04043,88.17
Sensor_41645,33.01
Sensor_86760,17.73
Sensor_10383,66.47
Sensor_04853,58.27
Sensor_14383,87.68
Sensor_59820,67.8
Sensor_84906,73.02
Sensor_58918,86.33
Sensor_72714,47.48
Sensor_69153,71.4
Sensor_26678,86.33
Sensor_61450,39.07
Sensor_36980,33.65
Sensor_38589,12.98
Sensor_46638,29.1
Sensor_05715,50.9
Sensor_77056,22.68
Sensor_31667,40.48
Sensor_57150,80.78
Sensor_87329,76.13
Sensor_84248,67.92
Sensor_19652,22.45
Sensor_44601,21.5
Sensor_74929,59.09
Sensor_63491,81.02
Sensor_61985,65.22
Sensor_26661,67.17
Sensor_65964,61.82
Sensor_02578,87.11
Sensor_16026,26.98
Sensor_11912,52.53
Sensor_34028,89.29
Sensor_32048,62.26
Sensor_87130,29.73
Sensor_61444,41.57
Sensor_85298,17.51
Sensor_01169,14.83
Sensor_85591,78.74
Sensor_87997,56.03
Sensor_04898,75.91
Sensor_24330,72.08
Sensor_13505,54.66
Sensor_21464,19.75
Sensor_66800,56.73
Sensor_82129,54.38
Sensor_56692,76.58
Sensor_11746,52.94
Sensor_84549,20.58
Sensor_01782,26.22
Sensor_57151,36.81
Sensor_61139,79.42
Sensor_44409,43.09
Sensor_73828,75.91
Sensor_18218,36.61
Sensor_47435,34.36
Sensor_51971,32.94
Sensor_32612,30.33
Sensor_16721,14.21
Sensor_52823,78.58
Sensor_70030,46.04
Sensor_59237,85.79
Sensor_20756,60.59
Sensor_46544,42.36
Sensor_43268,78.05
Sensor_00529,76.47
Sensor_88958,52.88
Sensor_11563,11.28
Sensor_20414,18.16
Sensor_37469,76.42
Sensor_61430,55.0
Sensor_83587,65.23
Sensor_12542,47.74
Sensor_64627,30.33
Sensor_36422,32.22
Sensor_44046,83.2
Sensor_31537,42.02
Sensor_88056,25.05
Sensor_71209,50.93
Sensor_52419,25.74
Sensor_44250,89.12
Sensor_63709,31.82
Sensor_36854,86.24
Sensor_13629,52.25
Sensor_05159,47.87
Sensor_39653,67.18
Sensor_49688,46.12
Sensor_72558,34.7
Sensor_68202,32.25
Sensor_72516,57.34
Sensor_07464,25.74
Sensor_25233,80.04
Sensor_47535,23.79
Sensor_41121,67.16
Sensor_11497,18.46
Sensor_79434,65.28
Sensor_78846,43.32
Sensor_28743,59.6
Sensor_21513,79.41
Sensor_80481,51.24
Sensor_11814,88.05
Sensor_89063,28.67
Sensor_42775,61.22
Sensor_72892,77.96
Sensor_03512,18.77
Sensor_56617,22.86
Sensor_01658,79.28
Sensor_13239,80.63
Sensor_67935,25.91
Sensor_45031,32.1
Sensor_19821,49.46
Sensor_44249,69.42
Sensor_36838,81.01
Sensor_24909,57.65
Sensor_05562,34.07
Sensor_26009,86.71
Sensor_08629,45.02
Sensor_27772,28.57
Sensor_23197,85.86
Sensor_20628,55.18
Sensor_28507,70.77
Sensor_80609,35.83
Sensor_59013,34.1
Sensor_87396,17.99
Sensor_01533,83.84
Sensor_57752,50.57
Sensor_41852,72.31
Sensor_08756,45.65
Sensor_16086,51.68
Sensor_49628,18.54
Sensor_47363,29.12
Sensor_07826,50.62
Sensor_88046,35.08
Sensor_37153,88.56
Sensor_50237,20.61
Sensor_46006,47.05
Sensor_15639,65.57
Sensor_43209,85.19
Sensor_77317,15.92
Sensor_80008,76.47
Sensor_76776,27.45
Sensor_25065,73.32
Sensor_44451,10.87
Sensor_61182,62.62
Sensor_00428,61.27
Sensor_70350,42.34
Sensor_13025,86.88
Sensor_04724,21.79
Sensor_33261,29.59
Sensor_34191,43.64
Sensor_26410,41.97
Sensor_81113,39.41
Sensor_13139,39.59
Sensor_85344,36.0
Sensor_73818,75.4
Sensor_01593,57.14
Sensor_87332,70.65
Sensor_19271,79.39
Sensor_61529,66.98
Sensor_73160,38.77
Sensor_33743,39.71
Sensor_23875,21.32
Sensor_03748,36.45
Sensor_01814,74.32
Sensor_22654,86.91
Sensor_47629,61.5
Sensor_14099,61.52
Sensor_50854,71.34
Sensor_16324,30.17
Sensor_12366,14.73
Sensor_88728,38.78
Sensor_51024,83.39
Sensor_06017,78.8
Sensor_42506,76.38
Sensor_53337,60.27
Sensor_37032,41.73
Sensor_30722,37.16
Sensor_43934,49.74
Sensor_07073,55.44
Sensor_18773,72.92
Sensor_10055,31.29
Sensor_36597,77.5
Sensor_75450,26.94
Sensor_31459,89.46
Sensor_43746,71.53
Sensor_04129,34.26
Sensor_28515,44.05
Sensor_50289,38.65
Sensor_84532,69.06
Sensor_37461,63.84
Sensor_64688,48.01
Sensor_35757,76.47
Sensor_19759,20.99
Sensor_12006,37.27
Sensor_29532,22.08
Sensor_35976,88.57
Sensor_02395,12.2
Sensor_77788,31.55
Sensor_22964,74.25
Sensor_22208,68.85
Sensor_33965,24.52
Sensor_39703,20.19
Sensor_04150,47.34
Sensor_52794,67.27
Sensor_16164,55.3
Sensor_60228,19.3
Sensor_63791,24.32
Sensor_78458,32.75
Sensor_20697,86.75
Sensor_49447,12.93
Sensor_74494,24.58
Sensor_20171,42.91
Sensor_18988,67.21
Sensor_06727,61.78
Sensor_43140,23.16
Sensor_45131,56.51
Sensor_06401,54.16
Sensor_71488,29.61
Sensor_84098,21.46
Sensor_46867,40.69
Sensor_53493,73.88
Sensor_18068,10.8
Sensor_68668,41.08
Sensor_70465,54.44
Sensor_30075,14.64
Sensor_07758,11.75
Sensor_11225,57.25
Sensor_48198,15.02
Sensor_63523,68.88
Sensor_47847,27.91
Sensor_27835,35.91
Sensor_27152,86.26
Sensor_06565,29.81
Sensor_19902,28.76
Sensor_35688,60.57
Sensor_75320,73.37
Sensor_76891,19.22
Sensor_21081,50.45
Sensor_41088,21.18
Sensor_57220,12.8
Sensor_82395,72.09
Sensor_77076,82.29
Sensor_06869,18.96
Sensor_05490,41.99
Sensor_05868,70.6
Sensor_61649,48.07
Sensor_51386,18.42
Sensor_77099,62.16
Sensor_19492,37.48
Sensor_00913,75.91
Sensor_69186,42.62
Sensor_17710,19.49
Sensor_01017,53.45
Sensor_39612,11.17
Sensor_82373,23.14
Sensor_78108,13.45
Sensor_37418,65.98
Sensor_64569,82.95
Sensor_12270,46.19
Sensor_00389,68.35
Sensor_75405,35.69
Sensor_70511,28.88
Sensor_14523,86.0
Sensor_06464,21.81
Sensor_59527,12.39
Sensor_05752,31.38
Sensor_00225,58.85
Sensor_54110,89.19
Sensor_20507,22.11
Sensor_27979,75.9
Sensor_66881,11.45
Sensor_21123,16.22
Sensor_82591,28.18
Sensor_50182,65.16
Sensor_29382,25.8
Sensor_88438,23.92
Sensor_44139,81.47
Sensor_50809,22.54
Sensor_80048,82.89
Sensor_47104,47.93
Sensor_08667,52.81
Sensor_85914,60.72
Sensor_78767,45.58
Sensor_47665,73.99
Sensor_26329,64.28
Sensor_70378,83.17
Sensor_30169,16.76
Sensor_14005,63.97
Sensor_76031,55.91
Sensor_03016,39.6
Sensor_37998,38.69
Sensor_15829,80.47
Sensor_71003,32.47
Sensor_55835,72.64
Sensor_72655,81.36
Sensor_09593,78.22
Sensor_65915,27.12
Sensor_06835,73.02
Sensor_18289,88.08
Sensor_80283,86.37
Sensor_46636,32.53
Sensor_56512,68.81
Sensor_41457,65.39
Sensor_39840,78.89
Sensor_61867,79.02
Sensor_55940,15.19
Sensor_80861,58.2
